Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
331,1784149121249,15/07/2026 20:58:41,1784149121041,-5,15/07/2026 15:58:41,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,rewards_exhausted,16,"High contrast, type 1",rules_contrast2.json,16,10,,,,,,6,4,75,68,0,
332,1784149130107,15/07/2026 20:58:50,1784149130017,-5,15/07/2026 15:58:50,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,1,human,0,3340,,,0,0,75,68,10,
333,1784149130799,15/07/2026 20:58:50,1784149130720,-5,15/07/2026 15:58:50,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,1,agent,2,3139,1,,0,1,75,69,9,
334,1784149132937,15/07/2026 20:58:52,1784149132851,-5,15/07/2026 15:58:52,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,2,human,3,394,,,0,1,75,69,9,
335,1784149133649,15/07/2026 20:58:53,1784149133556,-5,15/07/2026 15:58:53,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,2,agent,15,894,1,,0,2,75,70,8,
336,1784149135798,15/07/2026 20:58:55,1784149135718,-5,15/07/2026 15:58:55,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,3,human,10,3088,1,,1,2,76,70,7,
337,1784149136520,15/07/2026 20:58:56,1784149136423,-5,15/07/2026 15:58:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,3,agent,2,3139,,1,1,2,76,70,7,
338,1784149137405,15/07/2026 20:58:57,1784149137317,-5,15/07/2026 15:58:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,4,human,11,3372,1,,2,2,77,70,6,
339,1784149138108,15/07/2026 20:58:58,1784149138022,-5,15/07/2026 15:58:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,4,agent,1,835,1,,2,3,77,71,5,
340,1784149139437,15/07/2026 20:58:59,1784149139351,-5,15/07/2026 15:58:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,5,human,6,372,,,2,3,77,71,5,
341,1784149140158,15/07/2026 20:59:00,1784149140055,-5,15/07/2026 15:59:00,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,5,agent,15,894,,1,2,3,77,71,5,
342,1784149141050,15/07/2026 20:59:01,1784149140968,-5,15/07/2026 15:59:00,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,6,human,5,1191,,,2,3,77,71,5,
343,1784149141757,15/07/2026 20:59:01,1784149141673,-5,15/07/2026 15:59:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,6,agent,19,3835,1,,2,4,77,72,4,
344,1784149144740,15/07/2026 20:59:04,1784149144651,-5,15/07/2026 15:59:04,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,7,human,12,4405,1,,3,4,78,72,3,
345,1784149145446,15/07/2026 20:59:05,1784149145356,-5,15/07/2026 15:59:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,7,agent,1,835,,1,3,4,78,72,3,
346,1784149148009,15/07/2026 20:59:08,1784149147932,-5,15/07/2026 15:59:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,8,human,13,5826,1,,4,4,79,72,2,
347,1784149148736,15/07/2026 20:59:08,1784149148637,-5,15/07/2026 15:59:08,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,8,agent,3,394,,1,4,4,79,72,2,
348,1784149150373,15/07/2026 20:59:10,1784149150284,-5,15/07/2026 15:59:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,9,human,14,5912,,,4,4,79,72,2,
349,1784149151081,15/07/2026 20:59:11,1784149150989,-5,15/07/2026 15:59:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,9,agent,19,3835,,1,4,4,79,72,2,
350,1784149152407,15/07/2026 20:59:12,1784149152319,-5,15/07/2026 15:59:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,17,"High contrast, type 3",rules_contrast2.json,17,10,human,18,4645,,,4,4,79,72,2,
351,1784149153123,15/07/2026 20:59:13,1784149153024,-5,15/07/2026 15:59:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,17,"High contrast, type 3",rules_contrast2.json,17,10,agent,2,3139,,1,4,4,79,72,2,
352,1784149153247,15/07/2026 20:59:13,1784149153028,-5,15/07/2026 15:59:13,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,17,"High contrast, type 3",rules_contrast2.json,17,10,,,,,,4,4,79,72,2,
353,1784149157798,15/07/2026 20:59:17,1784149157717,-5,15/07/2026 15:59:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,1,human,0,2020,,,0,0,79,72,10,
354,1784149158512,15/07/2026 20:59:18,1784149158422,-5,15/07/2026 15:59:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,1,agent,6,2948,1,,0,1,79,73,9,
355,1784149159260,15/07/2026 20:59:19,1784149159184,-5,15/07/2026 15:59:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,2,human,1,4990,1,,1,1,80,73,8,
356,1784149159987,15/07/2026 20:59:19,1784149159887,-5,15/07/2026 15:59:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,2,agent,2,3524,1,,1,2,80,74,7,
357,1784149163809,15/07/2026 20:59:23,1784149163718,-5,15/07/2026 15:59:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,3,human,3,485,,,1,2,80,74,7,
358,1784149164509,15/07/2026 20:59:24,1784149164422,-5,15/07/2026 15:59:24,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,3,agent,9,2928,1,,1,3,80,75,6,
359,1784149166899,15/07/2026 20:59:26,1784149166818,-5,15/07/2026 15:59:26,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,4,human,7,233,,,1,3,80,75,6,
360,1784149167605,15/07/2026 20:59:27,1784149167522,-5,15/07/2026 15:59:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,4,agent,2,3524,,1,1,3,80,75,6,
361,1784149168771,15/07/2026 20:59:28,1784149168683,-5,15/07/2026 15:59:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,5,human,11,5531,1,,2,3,81,75,5,
362,1784149169483,15/07/2026 20:59:29,1784149169386,-5,15/07/2026 15:59:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,5,agent,6,2948,,1,2,3,81,75,5,
363,1784149171624,15/07/2026 20:59:31,1784149171534,-5,15/07/2026 15:59:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,6,human,10,3385,,,2,3,81,75,5,
364,1784149172335,15/07/2026 20:59:32,1784149172239,-5,15/07/2026 15:59:32,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,6,agent,9,2928,,1,2,3,81,75,5,
365,1784149175070,15/07/2026 20:59:35,1784149174983,-5,15/07/2026 15:59:34,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,7,human,18,4053,1,,3,3,82,75,4,
366,1784149175784,15/07/2026 20:59:35,1784149175687,-5,15/07/2026 15:59:35,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,7,agent,4,5156,1,,3,4,82,76,3,
367,1784149176854,15/07/2026 20:59:36,1784149176768,-5,15/07/2026 15:59:36,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,8,human,19,3729,,,3,4,82,76,3,
368,1784149177562,15/07/2026 20:59:37,1784149177472,-5,15/07/2026 15:59:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,8,agent,2,3524,,1,3,4,82,76,3,
369,1784149184757,15/07/2026 20:59:44,1784149184665,-5,15/07/2026 15:59:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,9,human,13,3886,1,,4,4,83,76,2,
370,1784149185473,15/07/2026 20:59:45,1784149185369,-5,15/07/2026 15:59:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,9,agent,6,2948,,1,4,4,83,76,2,
371,1784149210888,15/07/2026 21:00:10,1784149210801,-5,15/07/2026 16:00:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,18,"High contrast, type 4",rules_contrast2.json,18,10,human,14,1314,,,4,4,83,76,2,
372,1784149211590,15/07/2026 21:00:11,1784149211505,-5,15/07/2026 16:00:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,18,"High contrast, type 4",rules_contrast2.json,18,10,agent,4,5156,,1,4,4,83,76,2,
373,1784149211809,15/07/2026 21:00:11,1784149211508,-5,15/07/2026 16:00:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,18,"High contrast, type 4",rules_contrast2.json,18,10,,,,,,4,4,83,76,2,
374,1784149217857,15/07/2026 21:00:17,1784149217767,-5,15/07/2026 16:00:17,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,1,human,1,617,1,,1,0,84,76,9,
375,1784149218568,15/07/2026 21:00:18,1784149218472,-5,15/07/2026 16:00:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,1,agent,8,3835,1,,1,1,84,77,8,
376,1784149220882,15/07/2026 21:00:20,1784149220797,-5,15/07/2026 16:00:20,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,2,human,4,4405,1,,2,1,85,77,7,
377,1784149221582,15/07/2026 21:00:21,1784149221500,-5,15/07/2026 16:00:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,2,agent,16,93,,,2,1,85,77,7,
378,1784149222936,15/07/2026 21:00:22,1784149222849,-5,15/07/2026 16:00:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,3,human,6,894,1,,3,1,86,77,6,
379,1784149223624,15/07/2026 21:00:23,1784149223552,-5,15/07/2026 16:00:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,3,agent,17,3372,1,,3,2,86,78,5,
380,1784149224789,15/07/2026 21:00:24,1784149224701,-5,15/07/2026 16:00:24,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,4,human,7,3139,1,,4,2,87,78,4,
381,1784149225500,15/07/2026 21:00:25,1784149225406,-5,15/07/2026 16:00:25,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,4,agent,15,3385,,,4,2,87,78,4,
382,1784149228126,15/07/2026 21:00:28,1784149228051,-5,15/07/2026 16:00:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,5,human,14,233,,,4,2,87,78,4,
383,1784149228836,15/07/2026 21:00:28,1784149228756,-5,15/07/2026 16:00:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,5,agent,8,3835,,1,4,2,87,78,4,
384,1784149229765,15/07/2026 21:00:29,1784149229683,-5,15/07/2026 16:00:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,6,human,9,398,1,,5,2,88,78,3,
385,1784149230472,15/07/2026 21:00:30,1784149230388,-5,15/07/2026 16:00:30,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,6,agent,5,485,,,5,2,88,78,3,
386,1784149236695,15/07/2026 21:00:36,1784149236618,-5,15/07/2026 16:00:36,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,7,human,10,3933,,,5,2,88,78,3,
387,1784149237402,15/07/2026 21:00:37,1784149237320,-5,15/07/2026 16:00:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,7,agent,13,835,1,,5,3,88,79,2,
388,1784149238533,15/07/2026 21:00:38,1784149238368,-5,15/07/2026 16:00:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,19,"High contrast, type 2",rules_contrast2.json,19,8,human,12,1314,,,5,3,88,79,2,
389,1784149239170,15/07/2026 21:00:39,1784149239072,-5,15/07/2026 16:00:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,19,"High contrast, type 2",rules_contrast2.json,19,8,agent,17,3372,,1,5,3,88,79,2,
